ID,Ref_Code,Strata_Code,Latitude,Longitude,Year1,Year2,Year3,Type1,Type2,Type3
2400,2,7,-2.413997747,-44.830559,N/A,N/A,N/A,N/A,N/A,N/A
2401,1,1,-9.706790718,-70.56863936,N/A,N/A,N/A,N/A,N/A,N/A
2402,1,1,-3.099052983,-66.46989622,N/A,N/A,N/A,N/A,N/A,N/A
2403,1,1,-0.880034568,-64.48884152,N/A,N/A,N/A,N/A,N/A,N/A
2404,2,6,-4.77746526,-47.40827471,N/A,N/A,N/A,N/A,N/A,N/A
2405,1,1,-11.69539126,-73.92788937,N/A,N/A,N/A,N/A,N/A,N/A
2406,4,7,1.04119233,-70.68236608,1999,N/A,N/A,D/ND,N/A,N/A
2407,1,1,-0.463126445,-73.55194442,N/A,N/A,N/A,N/A,N/A,N/A
2408,1,1,-12.09586022,-70.387539,N/A,N/A,N/A,N/A,N/A,N/A
2409,5,5,-6.032232049,-51.95222291,1996,1997,2001,D/ND,D/ND,Deforestation
2410,2,4,-5.487313997,-48.38654005,N/A,N/A,N/A,N/A,N/A,N/A
2411,2,6,-6.504925551,-77.46338883,N/A,N/A,N/A,N/A,N/A,N/A
2412,1,1,-3.239998651,-65.18009513,N/A,N/A,N/A,N/A,N/A,N/A
2413,1,1,-2.352822476,-77.97569804,N/A,N/A,N/A,N/A,N/A,N/A
2414,4,3,-12.72782502,-65.87458268,2003,2010,2011,D/ND,D/ND,D/ND
2415,1,1,-14.56685607,-68.19169712,N/A,N/A,N/A,N/A,N/A,N/A
2416,4,3,-3.677388363,-46.86281767,2008,N/A,N/A,D/ND,N/A,N/A
2417,4,3,-9.5235344,-51.61158175,2007,2010,2017,D/ND,D/ND,D/ND
2418,4,1,-0.43994991,-52.13871316,2016,N/A,N/A,D/ND,N/A,N/A
2419,5,5,-4.078396306,-54.65336714,1999,2000,N/A,D/ND,Deforestation,N/A
2420,2,4,0.88192103,-75.36375652,N/A,N/A,N/A,N/A,N/A,N/A
2421,2,6,-9.587135122,-76.05527962,N/A,N/A,N/A,N/A,N/A,N/A
2422,2,7,-8.20166346,-56.62229458,N/A,N/A,N/A,N/A,N/A,N/A
2423,1,1,-4.862356054,-71.39868269,N/A,N/A,N/A,N/A,N/A,N/A
2424,4,3,-11.92419217,-65.40000271,2010,N/A,N/A,D/ND,N/A,N/A
2425,1,4,3.920472479,-59.36251552,N/A,N/A,N/A,N/A,N/A,N/A
2426,1,1,2.839260203,-67.68100488,N/A,N/A,N/A,N/A,N/A,N/A
2427,1,1,1.084580958,-71.09011139,N/A,N/A,N/A,N/A,N/A,N/A
2428,4,3,-2.360368325,-49.95850197,2016,N/A,N/A,D/ND,N/A,N/A
2429,4,7,-1.25921345,-48.00170179,1995,2006,2015,D/ND,D/ND,D/ND
2430,5,4,-9.687117614,-57.37122003,2000,2001,2002,D/ND,D/ND,Deforestation
2431,4,3,-15.10126383,-65.73202004,2000,2016,N/A,D/ND,D/ND,N/A
2432,1,1,2.209990346,-69.45454875,N/A,N/A,N/A,N/A,N/A,N/A
2433,1,1,-6.581731508,-69.02362691,N/A,N/A,N/A,N/A,N/A,N/A
2434,4,3,-6.747201183,-58.83134169,2004,N/A,N/A,D/ND,N/A,N/A
2435,4,3,-12.30903043,-53.09811389,1999,2007,N/A,D/ND,D/ND,N/A
2436,2,2,-15.22011094,-64.614426,N/A,N/A,N/A,N/A,N/A,N/A
2437,4,3,-2.201905509,-53.71283104,2004,N/A,N/A,D/ND,N/A,N/A
2438,2,7,-4.063304609,-59.09841083,N/A,N/A,N/A,N/A,N/A,N/A
2439,1,1,-6.250253168,-71.35771951,N/A,N/A,N/A,N/A,N/A,N/A
2440,2,2,6.690337826,-58.01180866,N/A,N/A,N/A,N/A,N/A,N/A
2441,3,4,2.105965436,-61.2845509,1996,N/A,N/A,Deforestation,N/A,N/A
2442,1,1,0.975705146,-55.79791064,N/A,N/A,N/A,N/A,N/A,N/A
2443,3,7,-1.568323739,-57.70593231,2003,N/A,N/A,Deforestation,N/A,N/A
2444,4,4,-16.20888658,-64.36002311,2005,2011,N/A,D/ND,D/ND,N/A
2445,2,2,-13.3508965,-65.75762203,N/A,N/A,N/A,N/A,N/A,N/A
2446,1,1,3.250239445,-64.46862943,N/A,N/A,N/A,N/A,N/A,N/A
2447,1,1,-12.24758567,-52.71974349,N/A,N/A,N/A,N/A,N/A,N/A
2448,2,4,1.013703882,-75.75829659,N/A,N/A,N/A,N/A,N/A,N/A
2449,1,1,-7.583173387,-65.0822686,N/A,N/A,N/A,N/A,N/A,N/A
2450,1,1,-5.480307138,-57.3625962,N/A,N/A,N/A,N/A,N/A,N/A
2451,4,1,-4.845916884,-66.05056264,1996,N/A,N/A,D/ND,N/A,N/A
2452,2,1,-3.111988723,-60.98379495,N/A,N/A,N/A,N/A,N/A,N/A
2453,1,1,-12.12388765,-51.48815323,N/A,N/A,N/A,N/A,N/A,N/A
2454,1,1,-2.745206593,-73.26115977,N/A,N/A,N/A,N/A,N/A,N/A
2455,1,1,-4.880681686,-58.39583844,N/A,N/A,N/A,N/A,N/A,N/A
2456,4,5,-4.518750458,-59.80879855,1998,2000,N/A,D/ND,D/ND,N/A
2457,1,1,-3.400617424,-69.37450886,N/A,N/A,N/A,N/A,N/A,N/A
2458,1,1,-1.660760382,-56.24446317,N/A,N/A,N/A,N/A,N/A,N/A
2459,1,1,-2.256612909,-75.1904715,N/A,N/A,N/A,N/A,N/A,N/A
2460,1,1,-4.440866523,-62.56653664,N/A,N/A,N/A,N/A,N/A,N/A
2461,1,1,-6.572838187,-55.14492526,N/A,N/A,N/A,N/A,N/A,N/A
2462,1,5,0.964925362,-75.4295132,N/A,N/A,N/A,N/A,N/A,N/A
2463,1,1,-4.002937822,-60.05269115,N/A,N/A,N/A,N/A,N/A,N/A
2464,1,1,-9.991377,-69.26159063,N/A,N/A,N/A,N/A,N/A,N/A
2465,1,1,-0.627248647,-55.18211551,N/A,N/A,N/A,N/A,N/A,N/A
2466,1,1,-11.88215101,-64.17083791,N/A,N/A,N/A,N/A,N/A,N/A
2467,2,4,-6.024955695,-74.51296211,N/A,N/A,N/A,N/A,N/A,N/A
2468,1,1,-12.49579018,-71.6520076,N/A,N/A,N/A,N/A,N/A,N/A
2469,1,1,2.088717783,-54.99805071,N/A,N/A,N/A,N/A,N/A,N/A
2470,1,1,0.677913629,-56.01539277,N/A,N/A,N/A,N/A,N/A,N/A
2471,1,1,-1.351380598,-75.16433053,N/A,N/A,N/A,N/A,N/A,N/A
2472,2,6,1.177287096,-49.90837598,N/A,N/A,N/A,N/A,N/A,N/A
2473,1,2,-9.276946855,-51.99588103,N/A,N/A,N/A,N/A,N/A,N/A
2474,1,1,-0.826944135,-62.66112924,N/A,N/A,N/A,N/A,N/A,N/A
2475,3,4,-9.567731512,-57.38685072,1997,N/A,N/A,Deforestation,N/A,N/A
2476,1,6,-9.401992342,-76.38325454,N/A,N/A,N/A,N/A,N/A,N/A
2477,4,3,2.181962909,-50.82869998,2017,N/A,N/A,D/ND,N/A,N/A
2478,1,1,-0.346165795,-73.30347042,N/A,N/A,N/A,N/A,N/A,N/A
2479,1,1,-4.264347569,-73.65084894,N/A,N/A,N/A,N/A,N/A,N/A
2480,1,1,-3.318152081,-64.93027365,N/A,N/A,N/A,N/A,N/A,N/A
2481,1,1,2.796410564,-68.31997654,N/A,N/A,N/A,N/A,N/A,N/A
2482,6,6,-4.212335115,-48.02002742,N/A,N/A,N/A,N/A,N/A,N/A
2483,1,1,0.522954243,-64.90035975,N/A,N/A,N/A,N/A,N/A,N/A
2484,1,1,-2.395402621,-60.86198339,N/A,N/A,N/A,N/A,N/A,N/A
2485,1,1,-6.226807139,-50.92841298,N/A,N/A,N/A,N/A,N/A,N/A
2486,1,1,-3.255359842,-70.74920074,N/A,N/A,N/A,N/A,N/A,N/A
2487,1,6,-8.060178803,-77.19308576,N/A,N/A,N/A,N/A,N/A,N/A
2488,1,1,4.378343779,-63.81753051,N/A,N/A,N/A,N/A,N/A,N/A
2489,5,4,-0.908870489,-48.00870864,1996,2000,2015,Deforestation,Deforestation,D/ND
2490,1,1,6.859310931,-59.00085379,N/A,N/A,N/A,N/A,N/A,N/A
2491,1,1,0.654737095,-55.879837,N/A,N/A,N/A,N/A,N/A,N/A
2492,1,1,0.288763448,-69.17966427,N/A,N/A,N/A,N/A,N/A,N/A
2493,1,1,-7.06439631,-62.4792204,N/A,N/A,N/A,N/A,N/A,N/A
2494,1,1,-5.671109304,-60.24160686,N/A,N/A,N/A,N/A,N/A,N/A
2495,3,5,-8.470080067,-63.40223935,2001,2005,N/A,Deforestation,Deforestation,N/A
2496,4,3,-11.34774325,-74.77976175,2005,2014,2015,D/ND,D/ND,D/ND
2497,5,5,-9.676607325,-56.71688718,2004,2015,N/A,D/ND,Deforestation,N/A
2498,1,1,-1.050355146,-50.47781803,N/A,N/A,N/A,N/A,N/A,N/A
2499,1,1,-6.159163998,-62.88561823,N/A,N/A,N/A,N/A,N/A,N/A
2500,4,4,-4.718445946,-48.64633283,1996,1999,N/A,D/ND,D/ND,N/A
2501,1,1,5.417245405,-60.85982744,N/A,N/A,N/A,N/A,N/A,N/A
2502,3,3,-7.325267069,-59.79424585,2015,N/A,N/A,Deforestation,N/A,N/A
2503,1,1,-2.658698831,-76.49563378,N/A,N/A,N/A,N/A,N/A,N/A
2504,1,1,-6.014984395,-70.40532565,N/A,N/A,N/A,N/A,N/A,N/A
2505,1,1,-12.97845498,-70.73707348,N/A,N/A,N/A,N/A,N/A,N/A
2506,1,1,5.081185657,-67.21639622,N/A,N/A,N/A,N/A,N/A,N/A
2507,3,3,-1.989004786,-61.98954874,2016,N/A,N/A,Deforestation,N/A,N/A
2508,1,1,-8.210017792,-67.08380488,N/A,N/A,N/A,N/A,N/A,N/A
2509,3,7,-1.972835111,-52.17213049,2009,N/A,N/A,Deforestation,N/A,N/A
2510,3,3,-8.717206601,-67.00295651,2001,N/A,N/A,Deforestation,N/A,N/A
2511,1,1,-6.338647392,-75.91891536,N/A,N/A,N/A,N/A,N/A,N/A
2512,1,1,4.603371758,-62.01542022,N/A,N/A,N/A,N/A,N/A,N/A
2513,3,4,-12.30822195,-55.36240739,1999,N/A,N/A,Deforestation,N/A,N/A
2514,1,1,-6.495223746,-64.60472419,N/A,N/A,N/A,N/A,N/A,N/A
2515,1,1,-0.835837456,-63.28339224,N/A,N/A,N/A,N/A,N/A,N/A
2516,4,3,-3.608128254,-73.43606175,1999,N/A,N/A,D/ND,N/A,N/A
2517,1,1,-4.575613815,-60.23055758,N/A,N/A,N/A,N/A,N/A,N/A
2518,2,4,-10.00592971,-67.32473304,N/A,N/A,N/A,N/A,N/A,N/A
2519,1,1,-13.27813296,-69.50359676,N/A,N/A,N/A,N/A,N/A,N/A
2520,1,1,1.589344316,-72.94369514,N/A,N/A,N/A,N/A,N/A,N/A
2521,1,1,-1.737027349,-65.81098196,N/A,N/A,N/A,N/A,N/A,N/A
2522,1,6,-16.57809416,-66.20660001,N/A,N/A,N/A,N/A,N/A,N/A
2523,2,2,2.993411106,-73.09569009,N/A,N/A,N/A,N/A,N/A,N/A
2524,6,6,2.705860383,-60.2394509,N/A,N/A,N/A,N/A,N/A,N/A
2525,4,3,-3.594653525,-46.88841965,1999,2006,N/A,D/ND,D/ND,N/A
2526,1,1,-11.10412014,-64.6489213,N/A,N/A,N/A,N/A,N/A,N/A
2527,1,1,-5.539056958,-75.39717385,N/A,N/A,N/A,N/A,N/A,N/A
2528,1,1,-1.775565075,-70.20158774,N/A,N/A,N/A,N/A,N/A,N/A
2529,4,3,-1.988735292,-48.04643789,2003,N/A,N/A,D/ND,N/A,N/A
2530,1,1,-4.993060928,-68.59405254,N/A,N/A,N/A,N/A,N/A,N/A
2531,1,1,-6.688720858,-69.71622799,N/A,N/A,N/A,N/A,N/A,N/A
2532,4,5,-12.68928729,-54.73313754,2011,2014,N/A,D/ND,D/ND,N/A
2533,1,1,-2.930079878,-78.17323757,N/A,N/A,N/A,N/A,N/A,N/A
2534,1,1,-13.79313711,-69.95068828,N/A,N/A,N/A,N/A,N/A,N/A
2535,2,4,-10.21640498,-62.61423719,N/A,N/A,N/A,N/A,N/A,N/A
2536,1,1,-5.519114358,-68.54716048,N/A,N/A,N/A,N/A,N/A,N/A
2537,1,1,-7.027206057,-63.0912426,N/A,N/A,N/A,N/A,N/A,N/A
2538,1,1,-8.436662738,-69.38933106,N/A,N/A,N/A,N/A,N/A,N/A
2539,1,1,0.316790885,-57.92988231,N/A,N/A,N/A,N/A,N/A,N/A
2540,2,4,0.731812546,-61.0708417,N/A,N/A,N/A,N/A,N/A,N/A
2541,2,2,5.233719593,-62.12402654,N/A,N/A,N/A,N/A,N/A,N/A
2542,4,3,5.763545947,-62.93763069,2014,N/A,N/A,D/ND,N/A,N/A
2543,3,4,-4.247369411,-50.75378049,2005,N/A,N/A,Deforestation,N/A,N/A
2544,4,3,-9.838034581,-53.55005631,2007,N/A,N/A,D/ND,N/A,N/A
2545,4,7,-4.644604429,-47.77802128,1998,2007,N/A,D/ND,D/ND,N/A
2546,2,4,-10.8524122,-58.62841227,N/A,N/A,N/A,N/A,N/A,N/A
2547,1,1,-4.532494682,-71.00737655,N/A,N/A,N/A,N/A,N/A,N/A
2548,1,1,0.074245758,-64.8284047,N/A,N/A,N/A,N/A,N/A,N/A
2549,1,1,4.993869412,-62.61396769,N/A,N/A,N/A,N/A,N/A,N/A
2550,1,1,-1.524935111,-63.50410831,N/A,N/A,N/A,N/A,N/A,N/A
2551,1,1,-3.476614897,-77.39655418,N/A,N/A,N/A,N/A,N/A,N/A
2552,1,1,-2.212954787,-70.7311446,N/A,N/A,N/A,N/A,N/A,N/A
2553,4,3,-3.512727171,-48.9018137,1998,2004,2014,D/ND,D/ND,D/ND
2554,1,1,-8.70534884,-64.61954639,N/A,N/A,N/A,N/A,N/A,N/A
2555,1,1,-7.938906239,-63.64828791,N/A,N/A,N/A,N/A,N/A,N/A
2556,1,1,0.47929612,-66.31035542,N/A,N/A,N/A,N/A,N/A,N/A
2557,4,3,-9.740208047,-53.44899584,2017,N/A,N/A,D/ND,N/A,N/A
2558,1,1,-4.859122119,-74.5482659,N/A,N/A,N/A,N/A,N/A,N/A
2559,1,1,-1.987387819,-57.21060126,N/A,N/A,N/A,N/A,N/A,N/A
2560,1,1,3.410858218,-66.19932365,N/A,N/A,N/A,N/A,N/A,N/A
2561,1,1,2.833331322,-65.4555186,N/A,N/A,N/A,N/A,N/A,N/A
2562,1,1,1.15815298,-67.25574243,N/A,N/A,N/A,N/A,N/A,N/A
2563,2,7,-10.38025769,-51.82259601,N/A,N/A,N/A,N/A,N/A,N/A
2564,1,1,-14.51107069,-63.48066228,N/A,N/A,N/A,N/A,N/A,N/A
2565,4,3,-11.77273621,-54.37524873,2000,2001,N/A,D/ND,D/ND,N/A
2566,1,1,-11.52560967,-73.22181356,N/A,N/A,N/A,N/A,N/A,N/A
2567,6,1,-0.970854243,-48.1003368,N/A,N/A,N/A,N/A,N/A,N/A
2568,1,1,-4.701198292,-69.11902799,N/A,N/A,N/A,N/A,N/A,N/A
2569,3,4,-7.903602449,-71.61912926,2013,N/A,N/A,Deforestation,N/A,N/A
2570,1,1,-7.885007322,-55.61815775,N/A,N/A,N/A,N/A,N/A,N/A
2571,2,2,-14.06667412,-65.90907799,N/A,N/A,N/A,N/A,N/A,N/A
2572,2,7,1.471575183,-55.96715324,N/A,N/A,N/A,N/A,N/A,N/A
2573,4,3,-3.220325546,-61.24682166,2015,N/A,N/A,D/ND,N/A,N/A
2574,1,1,-8.006279885,-60.24403231,N/A,N/A,N/A,N/A,N/A,N/A
2575,3,4,-7.887432773,-55.1581305,1999,N/A,N/A,Deforestation,N/A,N/A
2576,1,1,-7.317451726,-65.14425235,N/A,N/A,N/A,N/A,N/A,N/A
2577,1,1,0.310323015,-68.1830733,N/A,N/A,N/A,N/A,N/A,N/A
2578,1,1,0.543166337,-68.80452781,N/A,N/A,N/A,N/A,N/A,N/A
2579,2,4,1.138210381,-75.80680562,N/A,N/A,N/A,N/A,N/A,N/A
2580,2,7,-3.321925005,-58.74968483,N/A,N/A,N/A,N/A,N/A,N/A
2581,1,1,-8.331290355,-73.40830381,N/A,N/A,N/A,N/A,N/A,N/A
2582,4,3,-10.46622646,-53.62820974,2007,N/A,N/A,D/ND,N/A,N/A
2583,1,1,-2.326142512,-76.59076537,N/A,N/A,N/A,N/A,N/A,N/A
2584,1,6,-16.64735427,-66.97708503,N/A,N/A,N/A,N/A,N/A,N/A
2585,4,3,-14.51619109,-64.4503038,2010,N/A,N/A,D/ND,N/A,N/A
2586,1,1,-2.108660382,-52.44593699,N/A,N/A,N/A,N/A,N/A,N/A
2587,3,3,-8.921483497,-62.54201264,2017,N/A,N/A,Deforestation,N/A,N/A
2588,1,1,-0.495465795,-69.15001987,N/A,N/A,N/A,N/A,N/A,N/A
2589,1,3,-14.7595447,-67.29481914,N/A,N/A,N/A,N/A,N/A,N/A
2590,1,1,-4.973657318,-65.53636697,N/A,N/A,N/A,N/A,N/A,N/A
2591,1,1,3.809710204,-63.55477329,N/A,N/A,N/A,N/A,N/A,N/A
2592,2,5,-15.95286672,-65.14586932,N/A,N/A,N/A,N/A,N/A,N/A
2593,2,2,-12.24192628,-51.42455251,N/A,N/A,N/A,N/A,N/A,N/A
2594,1,1,-6.718634757,-69.9000233,N/A,N/A,N/A,N/A,N/A,N/A
2595,2,2,3.889750096,-74.30545128,N/A,N/A,N/A,N/A,N/A,N/A
2596,5,4,-3.016048651,-49.09261587,1998,2008,N/A,D/ND,Deforestation,N/A
2597,1,1,7.089459307,-60.41596985,N/A,N/A,N/A,N/A,N/A,N/A
2598,1,1,0.55044269,-75.53138215,N/A,N/A,N/A,N/A,N/A,N/A
2599,4,3,-2.15555244,-53.64060649,1998,N/A,N/A,D/ND,N/A,N/A
2600,1,1,6.764718331,-59.2091731,N/A,N/A,N/A,N/A,N/A,N/A
2601,1,1,2.451996484,-67.07868449,N/A,N/A,N/A,N/A,N/A,N/A
2602,1,1,-7.421207141,-77.09957114,N/A,N/A,N/A,N/A,N/A,N/A
2603,1,1,1.013164893,-68.8546538,N/A,N/A,N/A,N/A,N/A,N/A
2604,1,1,-0.287146481,-59.81796137,N/A,N/A,N/A,N/A,N/A,N/A
2605,1,1,-8.697533497,-63.07911535,N/A,N/A,N/A,N/A,N/A,N/A
2606,1,1,1.327934569,-68.27766589,N/A,N/A,N/A,N/A,N/A,N/A
2607,1,1,-1.654562006,-56.54387165,N/A,N/A,N/A,N/A,N/A,N/A
2608,5,4,-2.792907134,-47.32796532,1998,2005,2013,D/ND,Deforestation,Deforestation
2609,1,6,-12.0966687,-73.61015525,N/A,N/A,N/A,N/A,N/A,N/A
2610,1,1,4.39424396,-63.24647148,N/A,N/A,N/A,N/A,N/A,N/A
2611,1,1,0.392249369,-76.08573251,N/A,N/A,N/A,N/A,N/A,N/A
2612,1,1,-8.916902089,-58.31660704,N/A,N/A,N/A,N/A,N/A,N/A
2613,1,1,-8.669236565,-52.97738031,N/A,N/A,N/A,N/A,N/A,N/A
2614,3,4,5.483271578,-54.02625324,2008,N/A,N/A,Deforestation,N/A,N/A
2615,1,1,-1.591769768,-69.64562041,N/A,N/A,N/A,N/A,N/A,N/A
2616,1,1,-1.341678793,-70.05498268,N/A,N/A,N/A,N/A,N/A,N/A
2617,1,1,-10.50018278,-71.03190056,N/A,N/A,N/A,N/A,N/A,N/A
2618,1,1,1.900880057,-51.95383988,N/A,N/A,N/A,N/A,N/A,N/A
2619,4,3,-11.99156581,-52.73645215,2004,N/A,N/A,D/ND,N/A,N/A
2620,2,2,-7.946721582,-63.06725758,N/A,N/A,N/A,N/A,N/A,N/A
2621,1,6,-16.18921347,-67.91789062,N/A,N/A,N/A,N/A,N/A,N/A
2622,1,1,-1.518197746,-69.9544612,N/A,N/A,N/A,N/A,N/A,N/A
2623,4,1,-5.100050278,-50.13879385,2007,N/A,N/A,D/ND,N/A,N/A
2624,4,3,6.465579342,-66.580389,2015,N/A,N/A,D/ND,N/A,N/A
2625,1,1,-0.925040164,-54.3865675,N/A,N/A,N/A,N/A,N/A,N/A
2626,3,4,2.256882404,-73.72576843,2011,N/A,N/A,Deforestation,N/A,N/A
2627,1,1,3.704068327,-65.28169459,N/A,N/A,N/A,N/A,N/A,N/A
2628,1,1,3.099052983,-65.03429856,N/A,N/A,N/A,N/A,N/A,N/A
2629,1,1,6.986512375,-65.48947492,N/A,N/A,N/A,N/A,N/A,N/A
2630,4,3,-4.144961468,-46.8463785,2001,2010,2015,D/ND,D/ND,D/ND
2631,3,3,-12.27318765,-66.34889315,2010,N/A,N/A,Deforestation,N/A,N/A
2632,1,1,2.777276448,-70.68533052,N/A,N/A,N/A,N/A,N/A,N/A
2633,1,1,-3.154299373,-72.76313377,N/A,N/A,N/A,N/A,N/A,N/A
2634,2,4,-13.42177358,-68.00547636,N/A,N/A,N/A,N/A,N/A,N/A
2635,1,1,-4.172719411,-74.13890363,N/A,N/A,N/A,N/A,N/A,N/A
2636,4,1,5.146942336,-64.78744152,2000,2007,2015,D/ND,D/ND,D/ND
2637,1,1,-8.007088369,-54.62507021,N/A,N/A,N/A,N/A,N/A,N/A
2638,1,1,4.562139086,-63.18340975,N/A,N/A,N/A,N/A,N/A,N/A
2639,1,1,-6.066457861,-67.60473792,N/A,N/A,N/A,N/A,N/A,N/A
2640,3,2,-10.73464307,-68.16528665,1995,N/A,N/A,Deforestation,N/A,N/A
2641,1,1,-0.432673557,-66.66312383,N/A,N/A,N/A,N/A,N/A,N/A
2642,2,2,-13.08840877,-64.90413268,N/A,N/A,N/A,N/A,N/A,N/A
2643,1,1,-11.90128513,-73.2396002,N/A,N/A,N/A,N/A,N/A,N/A
2644,4,3,-2.229663451,-48.46604096,2003,N/A,N/A,D/ND,N/A,N/A
2645,4,5,-7.141471761,-49.3047081,1995,2005,2012,D/ND,D/ND,D/ND
2646,1,1,0.820745759,-74.37740634,N/A,N/A,N/A,N/A,N/A,N/A
2647,4,3,-12.06055643,-54.66657237,2000,2014,N/A,D/ND,D/ND,N/A
2648,2,3,-13.43282285,-67.97960488,N/A,N/A,N/A,N/A,N/A,N/A
2649,4,7,-5.704796128,-77.88703432,2000,N/A,N/A,D/ND,N/A,N/A
2650,1,1,-7.163839812,-71.69782168,N/A,N/A,N/A,N/A,N/A,N/A
2651,2,2,-10.30803314,-55.45080162,N/A,N/A,N/A,N/A,N/A,N/A
2652,1,1,2.606147387,-54.11168302,N/A,N/A,N/A,N/A,N/A,N/A
2653,3,4,-3.614865619,-52.64293753,2017,N/A,N/A,Deforestation,N/A,N/A
2654,1,1,-4.059531685,-62.83791769,N/A,N/A,N/A,N/A,N/A,N/A
2655,4,7,-17.20763351,-65.17254928,2007,N/A,N/A,D/ND,N/A,N/A
2656,1,1,-0.511096481,-67.6206381,N/A,N/A,N/A,N/A,N/A,N/A
2657,1,1,-1.626534569,-70.25467817,N/A,N/A,N/A,N/A,N/A,N/A
2658,1,1,-0.870871752,-61.10803195,N/A,N/A,N/A,N/A,N/A,N/A
2659,1,1,-9.789256061,-73.44306861,N/A,N/A,N/A,N/A,N/A,N/A
2660,1,1,-8.236697756,-70.86157998,N/A,N/A,N/A,N/A,N/A,N/A
2661,2,7,3.202808398,-51.21219078,N/A,N/A,N/A,N/A,N/A,N/A
2662,1,1,-10.17112989,-70.80848954,N/A,N/A,N/A,N/A,N/A,N/A
2663,1,1,-2.665975184,-70.86508341,N/A,N/A,N/A,N/A,N/A,N/A
2664,1,1,5.627181687,-63.85067834,N/A,N/A,N/A,N/A,N/A,N/A
2665,1,1,-1.55134558,-45.81960413,N/A,N/A,N/A,N/A,N/A,N/A
2666,1,1,-0.148626264,-54.83365902,N/A,N/A,N/A,N/A,N/A,N/A
2667,4,3,-12.36589379,-53.36221858,1999,2003,2005,D/ND,D/ND,D/ND
2668,1,1,0.997264713,-55.92511209,N/A,N/A,N/A,N/A,N/A,N/A
2669,2,1,-6.368830786,-60.80808448,N/A,N/A,N/A,N/A,N/A,N/A
2670,1,1,1.703610021,-70.58346157,N/A,N/A,N/A,N/A,N/A,N/A
2671,1,1,-7.527926997,-64.99576084,N/A,N/A,N/A,N/A,N/A,N/A
2672,1,1,2.987482225,-69.97682925,N/A,N/A,N/A,N/A,N/A,N/A
2673,1,1,-12.84640264,-71.53828088,N/A,N/A,N/A,N/A,N/A,N/A
2674,3,4,-1.675852078,-47.77856027,2008,N/A,N/A,Deforestation,N/A,N/A
2675,6,6,-7.045531689,-48.55147074,N/A,N/A,N/A,N/A,N/A,N/A
2676,5,4,-2.721491069,-45.57652001,1995,2000,2001,Deforestation,D/ND,D/ND
2677,1,1,-6.049479702,-61.3990861,N/A,N/A,N/A,N/A,N/A,N/A
2678,1,1,-5.98587898,-58.85694368,N/A,N/A,N/A,N/A,N/A,N/A
2679,6,7,-3.375284933,-78.61574768,N/A,N/A,N/A,N/A,N/A,N/A
2680,1,1,-3.357767785,-74.73852908,N/A,N/A,N/A,N/A,N/A,N/A
2681,4,4,-6.559093963,-75.69496536,2008,2010,N/A,D/ND,D/ND,N/A
2682,1,1,-12.00531004,-72.54888558,N/A,N/A,N/A,N/A,N/A,N/A
2683,3,4,-6.614879342,-51.01087832,1995,1998,2008,Deforestation,Deforestation,Deforestation
2684,1,7,4.708474646,-66.9134843,N/A,N/A,N/A,N/A,N/A,N/A
2685,2,7,-0.977591608,-62.84330758,N/A,N/A,N/A,N/A,N/A,N/A
2686,1,1,0.674949189,-58.63272418,N/A,N/A,N/A,N/A,N/A,N/A
2687,3,3,-2.592133668,-59.64521534,2009,N/A,N/A,Deforestation,N/A,N/A
2688,4,3,-2.458464354,-46.52029005,2016,N/A,N/A,D/ND,N/A,N/A
2689,1,1,0.103890163,-77.82532006,N/A,N/A,N/A,N/A,N/A,N/A
2690,1,1,-0.896743232,-62.64603755,N/A,N/A,N/A,N/A,N/A,N/A
2691,1,1,-16.0382965,-64.33091769,N/A,N/A,N/A,N/A,N/A,N/A
2692,3,7,-3.675771395,-51.12729998,1997,2012,N/A,Deforestation,Deforestation,N/A
2693,2,6,1.228760561,-50.85753591,N/A,N/A,N/A,N/A,N/A,N/A
2694,3,5,-11.2456048,-61.82946895,1999,N/A,N/A,Deforestation,N/A,N/A
2695,1,1,-0.164795939,-64.17380235,N/A,N/A,N/A,N/A,N/A,N/A
2696,1,3,-4.020185475,-52.26402815,N/A,N/A,N/A,N/A,N/A,N/A
2697,1,1,0.558258033,-72.55373648,N/A,N/A,N/A,N/A,N/A,N/A
2698,2,6,1.406896482,-50.14229728,N/A,N/A,N/A,N/A,N/A,N/A
2699,6,6,-4.383194682,-71.14724424,N/A,N/A,N/A,N/A,N/A,N/A
2700,1,1,-1.049007673,-73.53631374,N/A,N/A,N/A,N/A,N/A,N/A
2701,1,1,-14.08931166,-61.54811661,N/A,N/A,N/A,N/A,N/A,N/A
2702,3,4,-7.645157141,-55.26215541,2000,N/A,N/A,Deforestation,N/A,N/A
2703,1,1,-1.344912728,-61.52224513,N/A,N/A,N/A,N/A,N/A,N/A
2704,4,7,-10.75539415,-57.57414945,2010,N/A,N/A,D/ND,N/A,N/A
2705,3,4,-10.50584216,-59.43393159,2001,N/A,N/A,Deforestation,N/A,N/A
2706,4,3,3.785186197,-61.61656823,1998,2001,2003,D/ND,D/ND,D/ND
2707,1,1,1.486666879,-70.62631121,N/A,N/A,N/A,N/A,N/A,N/A
2708,2,7,-3.740989085,-70.7807316,N/A,N/A,N/A,N/A,N/A,N/A
2709,3,4,-5.270909845,-50.51500829,1999,N/A,N/A,Deforestation,N/A,N/A
